day	mean(S_t)	ciLow(S_t)	ciHigh(S_t)	relerr(S_t)	mean(I_t)	ciLow(I_t)	ciHigh(I_t)	relerr(I_t)	mean(R_t)	ciLow(R_t)	ciHigh(R_t)	relerr(R_t)	mean(RT)	ciLow(RT)	ciHigh(RT)	relerr(RT)
88	8975.25	8319.257801664575	9631.242198335425	0.07308901683356177	481.375	177.93907469294368	784.8109253070563	0.6303524805132305	543.375	188.90947063063868	897.8405293693613	0.6523405187381851	1.5175239520389594	1.259864903030946	1.775183001046973	0.1697891151318043
89	8919.5	8235.702781669577	9603.297218330423	0.07666317824210135	506.875	193.1207644516919	820.6292355483081	0.6189972587882774	573.625	201.13289536312078	946.1171046368793	0.6493651856820731	1.4999023763631372	1.235260171415727	1.7645445813105474	0.17643961974985128
90	8865.875	8151.300094605306	9580.449905394695	0.08059835102510401	531.0	203.5629617445427	858.4370382554573	0.6166422566016145	603.125	213.25680829822915	992.9931917017709	0.6464135820962004	1.5235138210314452	1.201513637229352	1.8455140048335383	0.21135363483876604
91	8806.5	8060.228878509754	9552.771121490245	0.08474094379040996	552.75	215.23627351471055	890.2637264852895	0.6106082794849199	640.75	229.50836728350845	1051.9916327164915	0.6418129265961632	1.5580540440386852	1.1596921103002613	1.956415977777109	0.25567915006710307
92	8749.125	7972.233541363275	9526.016458636725	0.0887964749202606	572.625	228.48252666377186	916.7674733362281	0.6009910034249782	678.25	242.0695827402758	1114.4304172597242	0.6430968186652771	1.50647814541239	1.1664154753745226	1.8465408154502572	0.22573355682154755
93	8690.5	7882.817373554414	9498.182626445587	0.09293856814286704	596.875	242.94606235193368	950.8039376480663	0.5929699478920483	712.625	253.92926557857163	1171.3207344214284	0.6436705622472245	1.462971610557594	1.1346491018751519	1.7912941192400362	0.22442165405882764
94	8626.0	7781.075098732911	9470.924901267088	0.09795095076131331	626.5	255.874714370964	997.125285629036	0.5915806634142634	747.5	267.49791789810456	1227.5020821018954	0.6421432536480206	1.4295862945995763	1.1284842928190253	1.7306882963801273	0.21062177422796927
95	8559.875	7679.264192979801	9440.485807020199	0.10287659656480953	650.625	269.58731289728775	1031.6626871027122	0.585648702559404	789.5	283.9846774588565	1295.0153225411436	0.6402980652832724	1.397812064598325	1.1147768435735923	1.6808472856230576	0.20248445995926193
96	8494.125	7578.864262746832	9409.385737253167	0.10775220958641038	675.125	282.6369467723843	1067.6130532276156	0.5813561240179459	830.75	300.3728698461166	1361.1271301538834	0.6384316944374161	1.3749456410834937	1.0902871583557778	1.6596041238112096	0.2070325358487608
97	8429.375	7478.082274661278	9380.667725338722	0.11285447916823275	696.875	293.2873923068152	1100.4626076931847	0.5791391679902204	873.75	319.7938694615988	1427.7061305384013	0.6339984326619756	1.3619956409135248	1.0762857996992166	1.647705482127833	0.20977294833533783
98	8359.625	7369.317075028903	9349.932924971097	0.11846319960178804	720.25	303.7696903984402	1136.7303096015598	0.5782440952468723	920.125	339.8756404516073	1500.3743595483927	0.6306201435113629	1.3607348431442348	1.0532124814078816	1.668257204880588	0.22599727146382512
99	8286.375	7256.753745366235	9315.996254633765	0.12425472593670507	749.0	317.22777018475387	1180.7722298152462	0.576464926322091	964.625	359.5938499642708	1569.6561500357293	0.6272190229734137	1.3765214298522646	1.0265911632102565	1.7264516964942727	0.25421345360352615
100	8214.125	7144.972191339085	9283.277808660914	0.13016027984245612	773.5	328.78828222385124	1218.2117177761488	0.5749343474804768	1012.375	380.85999346545645	1643.8900065345435	0.6237955367670512	1.3542576745112727	1.0319762312849095	1.6765391177376359	0.23797645698605235
101	8144.75	7041.181325061218	9248.318674938782	0.1354944810999456	791.0	340.1901074463093	1241.8098925536906	0.5699240108137683	1064.25	404.02364470559314	1724.4763552944069	0.6203677287238966	1.3397885578181974	1.0355670656716043	1.6440100499647905	0.2270667937648371
102	8065.0	6919.09790172003	9210.90209827997	0.14208333518660518	815.75	354.6236402082346	1276.8763597917655	0.5652790190521182	1119.25	427.02831915632055	1811.4716808436795	0.6184692256811968	1.2965445663568278	1.0109181847880888	1.5821709479255668	0.2202981594156251
103	7986.125	6800.500332433808	9171.749667566193	0.14846056974642802	840.125	371.0634181859209	1309.186581814079	0.5583235611534939	1173.75	448.19960035903	1899.30039964097	0.6181473053384196	1.2694176177152667	0.9874696756410892	1.5513655597894442	0.22210810543313178
104	7910.125	6687.9964386527845	9132.253561347216	0.15450180134286315	862.25	386.0404919264514	1338.4595080735485	0.5522870490850085	1227.625	471.59091275285573	1983.6590872471443	0.6158510027468846	1.2513311557011222	0.9743167493883388	1.5283455620139055	0.2213757765485923
